,스킬이름,타입,위력,포켓몬
761,달콤한향기,노말,0,뚜벅쵸
762,메가드레인,풀,40,뚜벅쵸
763,독가루,독,0,뚜벅쵸
764,저리가루,풀,0,뚜벅쵸
765,수면가루,풀,0,뚜벅쵸
766,기가드레인,풀,75,뚜벅쵸
767,맹독,독,0,뚜벅쵸
768,문포스,페어리,95,뚜벅쵸
769,그래스필드,풀,0,뚜벅쵸
770,달빛,페어리,0,뚜벅쵸
771,꽃잎댄스,풀,120,뚜벅쵸
772,흡수,풀,20,냄새꼬
773,성장,노말,0,냄새꼬
774,용해액,독,40,냄새꼬
775,달콤한향기,노말,0,냄새꼬
776,메가드레인,풀,40,냄새꼬
777,독가루,독,0,냄새꼬
778,저리가루,풀,0,냄새꼬
779,수면가루,풀,0,냄새꼬
780,기가드레인,풀,75,냄새꼬
781,맹독,독,0,냄새꼬
782,문포스,페어리,95,냄새꼬
783,그래스필드,풀,0,냄새꼬
784,달빛,페어리,0,냄새꼬
785,꽃잎댄스,풀,120,냄새꼬
786,메가드레인,풀,40,라플레시아
787,독가루,독,0,라플레시아
788,저리가루,풀,0,라플레시아
789,수면가루,풀,0,라플레시아
790,기가드레인,풀,75,라플레시아
791,맹독,독,0,라플레시아
792,문포스,페어리,95,라플레시아
793,그래스필드,풀,0,라플레시아
794,달빛,페어리,0,라플레시아
795,꽃잎댄스,풀,120,라플레시아
796,흡수,풀,20,라플레시아
797,성장,노말,0,라플레시아
798,용해액,독,40,라플레시아
799,달콤한향기,노말,0,라플레시아
800,꽃보라,풀,90,라플레시아
801,할퀴기,노말,40,파라스
802,저리가루,풀,0,파라스
803,독가루,독,0,파라스
804,흡수,풀,20,파라스
805,연속자르기,벌레,40,파라스
806,버섯포자,풀,0,파라스
807,베어가르기,노말,70,파라스
808,성장,노말,0,파라스
809,기가드레인,풀,75,파라스
810,아로마테라피,풀,0,파라스
811,분노가루,벌레,0,파라스
812,시저크로스,벌레,80,파라스
813,크로스포이즌,독,70,파라섹트
814,할퀴기,노말,40,파라섹트
815,저리가루,풀,0,파라섹트
816,독가루,독,0,파라섹트
817,흡수,풀,20,파라섹트
818,저리가루,풀,0,파라섹트
819,독가루,독,0,파라섹트
820,흡수,풀,20,파라섹트
821,연속자르기,벌레,40,파라섹트
822,버섯포자,풀,0,파라섹트
823,베어가르기,노말,70,파라섹트
824,성장,노말,0,파라섹트
825,기가드레인,풀,75,파라섹트
826,아로마테라피,풀,0,파라섹트
827,분노가루,벌레,0,파라섹트
828,시저크로스,벌레,80,파라섹트
829,몸통박치기,노말,40,콘팡
830,향해서,몸,부딪쳐가며,콘팡
831,사슬묶기,노말,0,콘팡
832,움직임을,막아,전에,콘팡
833,초음파,노말,0,콘팡
834,음파를,몸에서,상대를,콘팡
835,염동력,에스퍼,50,콘팡
836,염동력을,상대에게,공격한다.,콘팡
837,독가루,독,0,콘팡
838,있는,가루를,흩뿌려서,콘팡
839,환상빔,에스퍼,65,콘팡
840,광선을,상대에게,공격한다.,콘팡
841,저리가루,풀,0,콘팡
842,많이,흩뿌려서,마비,콘팡
843,벌레의야단법석,벌레,90,콘팡
844,음파를,일으켜서,상대의,콘팡
845,수면가루,풀,0,콘팡
846,오는,가루를,흩뿌려서,콘팡
847,흡혈,벌레,80,콘팡
848,빨아서,상대를,준,콘팡
849,사념의박치기,에스퍼,80,콘팡
850,힘을,이마에,공격한다.,콘팡
851,맹독엄니,독,50,콘팡
852,있는,이빨로,물어서,콘팡
853,사이코키네시스,에스퍼,90,콘팡
854,염동력을,상대에게,공격한다.,콘팡
855,몸통박치기,노말,40,도나리
856,향해서,몸,부딪쳐가며,도나리
857,사슬묶기,노말,0,도나리
858,움직임을,막아,전에,도나리
859,초음파,노말,0,도나리
860,음파를,몸에서,상대를,도나리
861,나비춤,벌레,0,도나리
862,아름다운,춤을,춘다.,도나리
863,에어슬래시,비행,75,도나리
864,베어,가르는,칼날로,도나리
865,염동력,에스퍼,50,도나리
866,염동력을,상대에게,공격한다.,도나리
867,독가루,독,0,도나리
868,있는,가루를,흩뿌려서,도나리
869,환상빔,에스퍼,65,도나리
870,광선을,상대에게,공격한다.,도나리
871,저리가루,풀,0,도나리
872,많이,흩뿌려서,마비,도나리
873,벌레의야단법석,벌레,90,도나리
874,음파를,일으켜서,상대의,도나리
875,수면가루,풀,0,도나리
876,오는,가루를,흩뿌려서,도나리
877,흡혈,벌레,80,도나리
878,빨아서,상대를,준,도나리
879,사념의박치기,에스퍼,80,도나리
880,힘을,이마에,공격한다.,도나리
881,맹독엄니,독,50,도나리
882,있는,이빨로,물어서,도나리
883,사이코키네시스,에스퍼,90,도나리
884,염동력을,상대에게,공격한다.,도나리
885,모래뿌리기,땅,0,디그다
886,얼굴에,모래를,명중률을,디그다
887,할퀴기,노말,40,디그다
888,뾰족한,날카로운,상대를,디그다
889,울음소리,노말,0,디그다
890,울음소리를,들려주고,끌어,디그다
891,놀래키기,고스트,30,디그다
892,소리,등으로,놀래켜서,디그다
893,진흙뿌리기,땅,20,디그다
894,얼굴,등에,내던져서,디그다
895,땅고르기,땅,60,디그다
896,힘껏,밟아,주위에,디그다
897,기습,악,70,디그다
898,먼저,공격할,있다.,디그다
899,베어가르기,노말,70,디그다
900,낫,등으로,베어,디그다
901,모래바람,바위,0,디그다
902,동안,모래바람을,바위,디그다
903,구멍파기,땅,80,디그다
904,땅속으로,파고들어,상대를,디그다
905,대지의힘,땅,90,디그다
906,발밑에,대지의,방출한다.,디그다
907,지진,땅,100,디그다
908,충격으로,자신의,있는,디그다
909,땅가르기,땅,0,디그다
910,갈라진,곳에,떨어뜨려,디그다
911,깜짝베기,악,70,닥트리오
912,틈을,노려,베어,닥트리오
913,트라이어택,노말,80,닥트리오
914,광선으로,공격한다.,화상,닥트리오
915,모래뿌리기,땅,0,닥트리오
916,얼굴에,모래를,명중률을,닥트리오
917,할퀴기,노말,40,닥트리오
918,뾰족한,날카로운,상대를,닥트리오
919,울음소리,노말,0,닥트리오
920,울음소리를,들려주고,끌어,닥트리오
921,놀래키기,고스트,30,닥트리오
922,소리,등으로,놀래켜서,닥트리오
923,모래지옥,땅,35,닥트리오
924,불어대는,모래바람,4-5턴,닥트리오
925,진흙뿌리기,땅,20,닥트리오
926,얼굴,등에,내던져서,닥트리오
927,땅고르기,땅,60,닥트리오
928,힘껏,밟아,주위에,닥트리오
929,기습,악,70,닥트리오
930,먼저,공격할,있다.,닥트리오
931,베어가르기,노말,70,닥트리오
932,낫,등으로,베어,닥트리오
933,모래바람,바위,0,닥트리오
934,동안,모래바람을,바위,닥트리오
935,구멍파기,땅,80,닥트리오
936,땅속으로,파고들어,상대를,닥트리오
937,대지의힘,땅,90,닥트리오
938,발밑에,대지의,방출한다.,닥트리오
939,지진,땅,100,닥트리오
940,충격으로,자신의,있는,닥트리오
941,땅가르기,땅,0,닥트리오
942,갈라진,곳에,떨어뜨려,닥트리오
943,속이기,노말,40,나옹
944,상대를,풀죽게,배틀에,나옹
945,울음소리,노말,0,나옹
946,울음소리를,들려주고,끌어,나옹
947,페인트,노말,30,나옹
948,판별,등을,있는,나옹
949,할퀴기,노말,40,나옹
950,뾰족한,날카로운,상대를,나옹
951,고양이돈받기,노말,40,나옹
952,몸에,돈을,던져서,나옹
953,물기,악,60,나옹
954,뾰족한,이빨로,공격한다.,나옹
955,도발,악,0,나옹
956,화나게,한다.,동안,나옹
957,승부굳히기,악,60,나옹
958,턴에,상대가,데미지를,나옹
959,마구할퀴기,노말,18,나옹
960,낫,등으로,할퀴어서,나옹
961,싫은소리,노말,0,나옹
962,귀를,막아버리고,싫은,나옹
963,베어가르기,노말,70,나옹
964,낫,등으로,베어,나옹
965,나쁜음모,악,0,나옹
966,일을,생각해서,활성화시킨다.,나옹
967,치근거리기,페어리,90,나옹
968,치근거리며,공격한다.,공격을,나옹
969,바꿔치기,악,0,페르시온
970,보이지,않는,자신과,페르시온
971,속이기,노말,40,페르시온
972,상대를,풀죽게,배틀에,페르시온
973,울음소리,노말,0,페르시온
974,울음소리를,들려주고,끌어,페르시온
975,페인트,노말,30,페르시온
976,판별,등을,있는,페르시온
977,할퀴기,노말,40,페르시온
978,뾰족한,날카로운,상대를,페르시온
979,파워젬,바위,80,페르시온
980,반짝이는,빛을,상대를,페르시온
981,고양이돈받기,노말,40,페르시온
982,몸에,돈을,던져서,페르시온
983,물기,악,60,페르시온
984,뾰족한,이빨로,공격한다.,페르시온
985,도발,악,0,페르시온
986,화나게,한다.,동안,페르시온
987,승부굳히기,악,60,페르시온
988,턴에,상대가,데미지를,페르시온
989,마구할퀴기,노말,18,페르시온
990,낫,등으로,할퀴어서,페르시온
991,싫은소리,노말,0,페르시온
992,귀를,막아버리고,싫은,페르시온
993,베어가르기,노말,70,페르시온
994,낫,등으로,베어,페르시온
995,나쁜음모,악,0,페르시온
996,일을,생각해서,활성화시킨다.,페르시온
997,치근거리기,페어리,90,페르시온
998,치근거리며,공격한다.,공격을,페르시온
999,할퀴기,노말,40,고라파덕
1000,뾰족한,날카로운,상대를,고라파덕
1001,꼬리흔들기,노말,0,고라파덕
1002,좌우로,귀엽게,방심을,고라파덕
1003,물대포,물,40,고라파덕
1004,기세,좋게,발사하여,고라파덕
1005,염동력,에스퍼,50,고라파덕
1006,염동력을,상대에게,공격한다.,고라파덕
1007,마구할퀴기,노말,18,고라파덕
1008,낫,등으로,할퀴어서,고라파덕
1009,물의파동,물,60,고라파덕
1010,진동을,상대에게,공격한다.,고라파덕
1011,사슬묶기,노말,0,고라파덕
1012,움직임을,막아,전에,고라파덕
1013,사념의박치기,에스퍼,80,고라파덕
1014,힘을,이마에,공격한다.,고라파덕
1015,싫은소리,노말,0,고라파덕
1016,귀를,막아버리고,싫은,고라파덕
1017,아쿠아테일,물,90,고라파덕
1018,날뛰는,거친,같이,고라파덕
1019,물붓기,물,0,고라파덕
1020,물을,끼얹어서,물타입으로,고라파덕
1021,자기암시,노말,0,고라파덕
1022,암시를,걸어서,변화,고라파덕
1023,망각술,에스퍼,0,고라파덕
1024,비워서,순간적으로,잊어버림으로써,고라파덕
1025,원더룸,에스퍼,0,고라파덕
1026,공간을,만든다.,동안,고라파덕
1027,아쿠아제트,물,40,골덕
1028,보이지,않는,속도로,골덕
1029,할퀴기,노말,40,골덕
1030,뾰족한,날카로운,상대를,골덕
1031,꼬리흔들기,노말,0,골덕
1032,좌우로,귀엽게,방심을,골덕
1033,물대포,물,40,골덕
1034,기세,좋게,발사하여,골덕
1035,염동력,에스퍼,50,골덕
1036,염동력을,상대에게,공격한다.,골덕
1037,마구할퀴기,노말,18,골덕
1038,낫,등으로,할퀴어서,골덕
1039,물의파동,물,60,골덕
1040,진동을,상대에게,공격한다.,골덕
1041,사슬묶기,노말,0,골덕
1042,움직임을,막아,전에,골덕
1043,사념의박치기,에스퍼,80,골덕
1044,힘을,이마에,공격한다.,골덕
1045,싫은소리,노말,0,골덕
1046,귀를,막아버리고,싫은,골덕
1047,아쿠아테일,물,90,골덕
1048,날뛰는,거친,같이,골덕
1049,물붓기,물,0,골덕
1050,물을,끼얹어서,물타입으로,골덕
1051,자기암시,노말,0,골덕
1052,암시를,걸어서,변화,골덕
1053,망각술,에스퍼,0,골덕
1054,비워서,순간적으로,잊어버림으로써,골덕
1055,하이드로펌프,물,110,골덕
1056,물을,세찬,상대에게,골덕
1057,원더룸,에스퍼,0,골덕
1058,공간을,만든다.,동안,골덕
1059,탐내기,노말,60,망키
1060,애교,부리며,다가가,망키
1061,할퀴기,노말,40,망키
1062,뾰족한,날카로운,상대를,망키
1063,째려보기,노말,0,망키
1064,눈초리로,겁을,상대의,망키
1065,기충전,노말,0,망키
1066,숨을,들이마셔,넣는다.,망키
1067,마구할퀴기,노말,18,망키
1068,낫,등으로,할퀴어서,망키
1069,안다리걸기,격투,0,망키
1070,강하게,걸고,넘어뜨려,망키
1071,지구던지기,격투,0,망키
1072,사용해,내던진다.,레벨과,망키
1073,뽐내기,노말,0,망키
1074,화내게,해서,분노로,망키
1075,크로스촙,격투,100,망키
1076,당수를,상대에게,쳐서,망키
1077,승부굳히기,악,60,망키
1078,턴에,상대가,데미지를,망키
1079,난동부리기,노말,120,망키
1080,동안,마구,부려서,망키
1081,인파이트,격투,120,망키
1082,포기하고,상대,깊숙이,망키
1083,싫은소리,노말,0,망키
1084,귀를,막아버리고,싫은,망키
1085,분함의발구르기,땅,75,망키
1086,발판,삼아,앞,망키
1087,역린,드래곤,120,망키
1088,동안,마구,부려서,망키
1089,목숨걸기,격투,0,망키
1090,걸고,상대를,자신은,망키
1091,내던지기,악,0,성원숭
1092,한,도구를,내던져서,성원숭
1093,할퀴기,노말,40,성원숭
1094,뾰족한,날카로운,상대를,성원숭
1095,째려보기,노말,0,성원숭
1096,눈초리로,겁을,상대의,성원숭
1097,기충전,노말,0,성원숭
1098,숨을,들이마셔,넣는다.,성원숭
1099,마구할퀴기,노말,18,성원숭
1100,낫,등으로,할퀴어서,성원숭
1101,안다리걸기,격투,0,성원숭
1102,강하게,걸고,넘어뜨려,성원숭
1103,지구던지기,격투,0,성원숭
1104,사용해,내던진다.,레벨과,성원숭
1105,뽐내기,노말,0,성원숭
1106,화내게,해서,분노로,성원숭
1107,크로스촙,격투,100,성원숭
1108,당수를,상대에게,쳐서,성원숭
1109,승부굳히기,악,60,성원숭
1110,턴에,상대가,데미지를,성원숭
1111,난동부리기,노말,120,성원숭
1112,동안,마구,부려서,성원숭
1113,분노의주먹,고스트,50,성원숭
1114,에너지로,바꿔서,받은,성원숭
1115,인파이트,격투,120,성원숭
1116,포기하고,상대,깊숙이,성원숭
1117,싫은소리,노말,0,성원숭
1118,귀를,막아버리고,싫은,성원숭
1119,분함의발구르기,땅,75,성원숭
1120,발판,삼아,앞,성원숭
1121,역린,드래곤,120,성원숭
1122,동안,마구,부려서,성원숭
1123,목숨걸기,격투,0,성원숭
1124,걸고,상대를,자신은,성원숭
1125,불꽃세례,불꽃,40,가디
1126,불꽃을,상대에게,공격한다.,가디
1127,째려보기,노말,0,가디
1128,눈초리로,겁을,상대의,가디
1129,멀리짖기,노말,0,가디
1130,소리로,짖고,높여,가디
1131,물기,악,60,가디
1132,뾰족한,이빨로,공격한다.,가디
1133,화염바퀴,불꽃,60,가디
1134,둘러,상대에게,공격한다.,가디
1135,도우미,노말,0,가디
1136,돕는다.,도움받은,쓰는,가디
1137,고속이동,에스퍼,0,가디
1138,빼고,몸을,해서,가디
1139,불꽃엄니,불꽃,65,가디
1140,두른,이빨로,상대를,가디
1141,원수갚기,노말,70,가디
1142,같은,편의,갚는다.,가디
1143,깨물어부수기,악,80,가디
1144,이빨로,상대를,부숴서,가디
1145,돌진,노말,90,가디
1146,기세로,상대에게,공격한다.,가디
1147,화염방사,불꽃,90,가디
1148,불꽃을,상대에게,공격한다.,가디
1149,울부짖기,노말,0,가디
1150,도망가게,해서,포켓몬을,가디
1151,치근거리기,페어리,90,가디
1152,치근거리며,공격한다.,공격을,가디
1153,기사회생,격투,0,가디
1154,쥐어짜서,공격한다.,HP가,가디
1155,플레어드라이브,불꽃,120,가디
1156,두르고,돌진한다.,상당한,가디
1157,화염바퀴,불꽃,60,윈디
1158,둘러,상대에게,공격한다.,윈디
1159,도우미,노말,0,윈디
1160,돕는다.,도움받은,쓰는,윈디
1161,고속이동,에스퍼,0,윈디
1162,빼고,몸을,해서,윈디
1163,불꽃엄니,불꽃,65,윈디
1164,두른,이빨로,상대를,윈디
1165,원수갚기,노말,70,윈디
1166,같은,편의,갚는다.,윈디
1167,깨물어부수기,악,80,윈디
1168,이빨로,상대를,부숴서,윈디
1169,돌진,노말,90,윈디
1170,기세로,상대에게,공격한다.,윈디
1171,울부짖기,노말,0,윈디
1172,도망가게,해서,포켓몬을,윈디
1173,치근거리기,페어리,90,윈디
1174,치근거리며,공격한다.,공격을,윈디
1175,기사회생,격투,0,윈디
1176,쥐어짜서,공격한다.,HP가,윈디
1177,플레어드라이브,불꽃,120,윈디
1178,두르고,돌진한다.,상당한,윈디
1179,불꽃세례,불꽃,40,윈디
1180,불꽃을,상대에게,공격한다.,윈디
