,스킬이름,타입,위력,포켓몬
781,사슬묶기,노말,0,고라파덕
782,사념의박치기,에스퍼,80,고라파덕
783,싫은소리,노말,0,고라파덕
784,아쿠아테일,물,90,고라파덕
785,물붓기,물,0,고라파덕
786,자기암시,노말,0,고라파덕
787,망각술,에스퍼,0,고라파덕
788,원더룸,에스퍼,0,고라파덕
789,아쿠아제트,물,40,골덕
790,할퀴기,노말,40,골덕
791,꼬리흔들기,노말,0,골덕
792,물대포,물,40,골덕
793,염동력,에스퍼,50,골덕
794,마구할퀴기,노말,18,골덕
795,물의파동,물,60,골덕
796,사슬묶기,노말,0,골덕
797,사념의박치기,에스퍼,80,골덕
798,싫은소리,노말,0,골덕
799,아쿠아테일,물,90,골덕
800,물붓기,물,0,골덕
801,자기암시,노말,0,골덕
802,망각술,에스퍼,0,골덕
803,하이드로펌프,물,110,골덕
804,원더룸,에스퍼,0,골덕
805,탐내기,노말,60,망키
806,할퀴기,노말,40,망키
807,째려보기,노말,0,망키
808,기충전,노말,0,망키
809,마구할퀴기,노말,18,망키
810,안다리걸기,격투,0,망키
811,지구던지기,격투,0,망키
812,뽐내기,노말,0,망키
813,크로스촙,격투,100,망키
814,승부굳히기,악,60,망키
815,난동부리기,노말,120,망키
816,인파이트,격투,120,망키
817,싫은소리,노말,0,망키
818,분함의발구르기,땅,75,망키
819,역린,드래곤,120,망키
820,목숨걸기,격투,0,망키
821,내던지기,악,0,성원숭
822,할퀴기,노말,40,성원숭
823,째려보기,노말,0,성원숭
824,기충전,노말,0,성원숭
825,마구할퀴기,노말,18,성원숭
826,안다리걸기,격투,0,성원숭
827,지구던지기,격투,0,성원숭
828,뽐내기,노말,0,성원숭
829,크로스촙,격투,100,성원숭
830,승부굳히기,악,60,성원숭
831,난동부리기,노말,120,성원숭
832,분노의주먹,고스트,50,성원숭
833,인파이트,격투,120,성원숭
834,싫은소리,노말,0,성원숭
835,분함의발구르기,땅,75,성원숭
836,역린,드래곤,120,성원숭
837,목숨걸기,격투,0,성원숭
838,불꽃세례,불꽃,40,가디
839,째려보기,노말,0,가디
840,멀리짖기,노말,0,가디
841,물기,악,60,가디
842,화염바퀴,불꽃,60,가디
843,도우미,노말,0,가디
844,고속이동,에스퍼,0,가디
845,불꽃엄니,불꽃,65,가디
846,원수갚기,노말,70,가디
847,깨물어부수기,악,80,가디
848,돌진,노말,90,가디
849,화염방사,불꽃,90,가디
850,울부짖기,노말,0,가디
851,치근거리기,페어리,90,가디
852,기사회생,격투,0,가디
853,플레어드라이브,불꽃,120,가디
854,화염바퀴,불꽃,60,윈디
855,도우미,노말,0,윈디
856,고속이동,에스퍼,0,윈디
857,불꽃엄니,불꽃,65,윈디
858,원수갚기,노말,70,윈디
859,깨물어부수기,악,80,윈디
860,돌진,노말,90,윈디
861,울부짖기,노말,0,윈디
862,치근거리기,페어리,90,윈디
863,기사회생,격투,0,윈디
864,플레어드라이브,불꽃,120,윈디
865,불꽃세례,불꽃,40,윈디
866,째려보기,노말,0,윈디
867,멀리짖기,노말,0,윈디
868,물기,악,60,윈디
869,신속,노말,80,윈디
870,화염방사,불꽃,90,윈디
871,물대포,물,40,발챙이
872,최면술,에스퍼,0,발챙이
873,막치기,노말,40,발챙이
874,머드샷,땅,55,발챙이
875,거품광선,물,65,발챙이
876,비바라기,물,0,발챙이
877,누르기,노말,85,발챙이
878,대지의힘,땅,90,발챙이
879,하이드로펌프,물,110,발챙이
880,배북,노말,0,발챙이
881,이판사판태클,노말,120,발챙이
882,물대포,물,40,슈륙챙이
883,최면술,에스퍼,0,슈륙챙이
884,막치기,노말,40,슈륙챙이
885,머드샷,땅,55,슈륙챙이
886,거품광선,물,65,슈륙챙이
887,비바라기,물,0,슈륙챙이
888,누르기,노말,85,슈륙챙이
889,대지의힘,땅,90,슈륙챙이
890,하이드로펌프,물,110,슈륙챙이
891,배북,노말,0,슈륙챙이
892,이판사판태클,노말,120,슈륙챙이
893,거품광선,물,65,강챙이
894,누르기,노말,85,강챙이
895,최면술,에스퍼,0,강챙이
896,막치기,노말,40,강챙이
897,이판사판태클,노말,120,강챙이
898,물대포,물,40,강챙이
899,하이드로펌프,물,110,강챙이
900,배북,노말,0,강챙이
901,비바라기,물,0,강챙이
902,머드샷,땅,55,강챙이
903,대지의힘,땅,90,강챙이
904,배대뒤치기,격투,60,강챙이
905,폭발펀치,격투,100,강챙이
906,순간이동,에스퍼,0,캐이시
907,염동력,에스퍼,50,윤겔라
908,숟가락휘기,에스퍼,0,윤겔라
909,사슬묶기,노말,0,윤겔라
910,순간이동,에스퍼,0,윤겔라
911,염동력,에스퍼,50,윤겔라
912,환상빔,에스퍼,65,윤겔라
913,리플렉터,에스퍼,0,윤겔라
914,사이드체인지,에스퍼,0,윤겔라
915,사이코커터,에스퍼,70,윤겔라
916,HP회복,노말,0,윤겔라
917,사이코쇼크,에스퍼,80,윤겔라
918,사이코키네시스,에스퍼,90,윤겔라
919,역할,에스퍼,0,윤겔라
920,미래예지,에스퍼,120,윤겔라
921,명상,에스퍼,0,윤겔라
922,염동력,에스퍼,50,후딘
923,숟가락휘기,에스퍼,0,후딘
924,사슬묶기,노말,0,후딘
925,순간이동,에스퍼,0,후딘
926,환상빔,에스퍼,65,후딘
927,리플렉터,에스퍼,0,후딘
928,사이드체인지,에스퍼,0,후딘
929,사이코커터,에스퍼,70,후딘
930,HP회복,노말,0,후딘
931,사이코쇼크,에스퍼,80,후딘
932,사이코키네시스,에스퍼,90,후딘
933,역할,에스퍼,0,후딘
934,미래예지,에스퍼,120,후딘
935,명상,에스퍼,0,후딘
936,안다리걸기,격투,0,알통몬
937,째려보기,노말,0,알통몬
938,기충전,노말,0,알통몬
939,리벤지,격투,60,알통몬
940,로킥,격투,65,알통몬
941,탁쳐서떨구기,악,65,알통몬
942,겁나는얼굴,노말,0,알통몬
943,받아던지기,격투,70,알통몬
944,괴력,노말,80,알통몬
945,더블촙,드래곤,40,알통몬
946,벌크업,격투,0,알통몬
947,지구던지기,격투,0,알통몬
948,폭발펀치,격투,100,알통몬
949,크로스촙,격투,100,알통몬
950,이판사판태클,노말,120,알통몬
951,안다리걸기,격투,0,근육몬
952,째려보기,노말,0,근육몬
953,기충전,노말,0,근육몬
954,리벤지,격투,60,근육몬
955,로킥,격투,65,근육몬
956,탁쳐서떨구기,악,65,근육몬
957,겁나는얼굴,노말,0,근육몬
958,받아던지기,격투,70,근육몬
959,괴력,노말,80,근육몬
960,더블촙,드래곤,40,근육몬
961,벌크업,격투,0,근육몬
962,지구던지기,격투,0,근육몬
963,폭발펀치,격투,100,근육몬
964,크로스촙,격투,100,근육몬
965,이판사판태클,노말,120,근육몬
966,와이드가드,바위,0,괴력몬
967,안다리걸기,격투,0,괴력몬
968,째려보기,노말,0,괴력몬
969,기충전,노말,0,괴력몬
970,리벤지,격투,60,괴력몬
971,로킥,격투,65,괴력몬
972,탁쳐서떨구기,악,65,괴력몬
973,겁나는얼굴,노말,0,괴력몬
974,받아던지기,격투,70,괴력몬
975,괴력,노말,80,괴력몬
976,더블촙,드래곤,40,괴력몬
977,벌크업,격투,0,괴력몬
978,지구던지기,격투,0,괴력몬
979,폭발펀치,격투,100,괴력몬
980,크로스촙,격투,100,괴력몬
981,이판사판태클,노말,120,괴력몬
982,덩굴채찍,풀,45,모다피
983,성장,노말,0,모다피
984,김밥말이,노말,15,모다피
985,수면가루,풀,0,모다피
986,독가루,독,0,모다피
987,저리가루,풀,0,모다피
988,용해액,독,40,모다피
989,탁쳐서떨구기,악,65,모다피
990,달콤한향기,노말,0,모다피
991,위액,독,0,모다피
992,잎날가르기,풀,55,모다피
993,독찌르기,독,80,모다피
994,힘껏치기,노말,80,모다피
995,파워휩,풀,120,모다피
996,덩굴채찍,풀,45,우츠동
997,김밥말이,노말,15,우츠동
998,성장,노말,0,우츠동
999,수면가루,풀,0,우츠동
1000,독가루,독,0,우츠동
1001,저리가루,풀,0,우츠동
1002,용해액,독,40,우츠동
1003,탁쳐서떨구기,악,65,우츠동
1004,달콤한향기,노말,0,우츠동
1005,위액,독,0,우츠동
1006,잎날가르기,풀,55,우츠동
1007,독찌르기,독,80,우츠동
1008,힘껏치기,노말,80,우츠동
1009,파워휩,풀,120,우츠동
1010,덩굴채찍,풀,45,우츠보트
1011,잎날가르기,풀,55,우츠보트
1012,수면가루,풀,0,우츠보트
1013,달콤한향기,노말,0,우츠보트
1014,파워휩,풀,120,우츠보트
1015,비축하기,노말,0,우츠보트
1016,꿀꺽,노말,0,우츠보트
1017,토해내기,노말,0,우츠보트
1018,위액,독,0,우츠보트
1019,리프스톰,풀,130,우츠보트
1020,리프블레이드,풀,90,우츠보트
1021,독침,독,15,왕눈해
1022,물대포,물,40,왕눈해
1023,용해액,독,40,왕눈해
1024,김밥말이,노말,15,왕눈해
1025,초음파,노말,0,왕눈해
1026,물의파동,물,60,왕눈해
1027,싫은소리,노말,0,왕눈해
1028,거품광선,물,65,왕눈해
1029,병상첨병,고스트,65,왕눈해
1030,녹기,독,0,왕눈해
1031,독찌르기,독,80,왕눈해
1032,파도타기,물,90,왕눈해
1033,오물웨이브,독,95,왕눈해
1034,하이드로펌프,물,110,왕눈해
1035,미러타입,노말,0,독파리
1036,독침,독,15,독파리
1037,물대포,물,40,독파리
1038,용해액,독,40,독파리
1039,김밥말이,노말,15,독파리
1040,초음파,노말,0,독파리
1041,물의파동,물,60,독파리
1042,싫은소리,노말,0,독파리
1043,거품광선,물,65,독파리
1044,병상첨병,고스트,65,독파리
1045,녹기,독,0,독파리
1046,독찌르기,독,80,독파리
1047,파도타기,물,90,독파리
1048,오물웨이브,독,95,독파리
1049,하이드로펌프,물,110,독파리
1050,몸통박치기,노말,40,꼬마돌
1051,웅크리기,노말,0,꼬마돌
1052,록커트,바위,0,꼬마돌
1053,구르기,바위,30,꼬마돌
1054,땅고르기,땅,60,꼬마돌
1055,돌떨구기,바위,50,꼬마돌
1056,떨어뜨리기,바위,50,꼬마돌
1057,자폭,노말,200,꼬마돌
1058,스텔스록,바위,0,꼬마돌
1059,록블라스트,바위,25,꼬마돌
1060,지진,땅,100,꼬마돌
1061,대폭발,노말,250,꼬마돌
1062,이판사판태클,노말,120,꼬마돌
1063,스톤에지,바위,100,꼬마돌
1064,몸통박치기,노말,40,데구리
1065,웅크리기,노말,0,데구리
1066,록커트,바위,0,데구리
1067,구르기,바위,30,데구리
1068,땅고르기,땅,60,데구리
1069,돌떨구기,바위,50,데구리
1070,떨어뜨리기,바위,50,데구리
1071,자폭,노말,200,데구리
1072,스텔스록,바위,0,데구리
1073,록블라스트,바위,25,데구리
1074,지진,땅,100,데구리
1075,대폭발,노말,250,데구리
1076,이판사판태클,노말,120,데구리
1077,스톤에지,바위,100,데구리
1078,헤비봄버,강철,0,딱구리
1079,몸통박치기,노말,40,딱구리
1080,웅크리기,노말,0,딱구리
1081,록커트,바위,0,딱구리
1082,돌떨구기,바위,50,딱구리
1083,떨어뜨리기,바위,50,딱구리
1084,땅고르기,땅,60,딱구리
1085,자폭,노말,200,딱구리
1086,스텔스록,바위,0,딱구리
1087,록블라스트,바위,25,딱구리
1088,지진,땅,100,딱구리
1089,대폭발,노말,250,딱구리
1090,이판사판태클,노말,120,딱구리
1091,스톤에지,바위,100,딱구리
1092,몸통박치기,노말,40,포니타
1093,울음소리,노말,0,포니타
1094,꼬리흔들기,노말,0,포니타
1095,불꽃세례,불꽃,40,포니타
1096,니트로차지,불꽃,50,포니타
1097,고속이동,에스퍼,0,포니타
1098,화염자동차,불꽃,60,포니타
1099,짓밟기,노말,65,포니타
1100,회오리불꽃,불꽃,35,포니타
1101,돌진,노말,90,포니타
1102,연옥,불꽃,100,포니타
1103,불대문자,불꽃,110,포니타
1104,플레어드라이브,불꽃,120,포니타
1105,스마트호른,강철,70,날쌩마
1106,메가폰,벌레,120,날쌩마
1107,독찌르기,독,80,날쌩마
1108,몸통박치기,노말,40,날쌩마
1109,전광석화,노말,40,날쌩마
1110,울음소리,노말,0,날쌩마
1111,꼬리흔들기,노말,0,날쌩마
1112,불꽃세례,불꽃,40,날쌩마
1113,니트로차지,불꽃,50,날쌩마
1114,고속이동,에스퍼,0,날쌩마
1115,화염자동차,불꽃,60,날쌩마
1116,짓밟기,노말,65,날쌩마
1117,회오리불꽃,불꽃,35,날쌩마
1118,돌진,노말,90,날쌩마
1119,연옥,불꽃,100,날쌩마
1120,불대문자,불꽃,110,날쌩마
1121,플레어드라이브,불꽃,120,날쌩마
1122,몸통박치기,노말,40,야돈
1123,저주,고스트,0,야돈
1124,울음소리,노말,0,야돈
1125,물대포,물,40,야돈
1126,하품,노말,0,야돈
1127,염동력,에스퍼,50,야돈
1128,사슬묶기,노말,0,야돈
1129,물의파동,물,60,야돈
1130,박치기,노말,70,야돈
1131,사념의박치기,에스퍼,80,야돈
1132,망각술,에스퍼,0,야돈
1133,파도타기,물,90,야돈
1134,게으름피우기,노말,0,야돈
1135,사이코키네시스,에스퍼,90,야돈
1136,자기암시,노말,0,야돈
1137,비바라기,물,0,야돈
1138,치유파동,에스퍼,0,야돈
1139,껍질에숨기,물,0,야도란
1140,몸통박치기,노말,40,야도란
1141,저주,고스트,0,야도란
1142,울음소리,노말,0,야도란
1143,물대포,물,40,야도란
1144,미래예지,에스퍼,120,야도란
1145,하품,노말,0,야도란
1146,염동력,에스퍼,50,야도란
1147,사슬묶기,노말,0,야도란
1148,물의파동,물,60,야도란
1149,박치기,노말,70,야도란
1150,사념의박치기,에스퍼,80,야도란
1151,망각술,에스퍼,0,야도란
1152,파도타기,물,90,야도란
1153,게으름피우기,노말,0,야도란
1154,사이코키네시스,에스퍼,90,야도란
1155,자기암시,노말,0,야도란
1156,비바라기,물,0,야도란
1157,치유파동,에스퍼,0,야도란
1158,전기쇼크,전기,40,코일
1159,몸통박치기,노말,40,코일
1160,초음파,노말,0,코일
1161,전기자석파,전기,0,코일
1162,일렉트릭볼,전기,0,코일
1163,자이로볼,강철,0,코일
1164,스파크,전기,65,코일
1165,싫은소리,노말,0,코일
1166,전자부유,전기,0,코일
1167,러스터캐논,강철,80,코일
1168,방전,전기,80,코일
1169,금속음,강철,0,코일
1170,빛의장막,에스퍼,0,코일
1171,록온,노말,0,코일
1172,전자포,전기,120,코일
1173,일렉트릭필드,전기,0,레어코일
1174,전기쇼크,전기,40,레어코일
1175,몸통박치기,노말,40,레어코일
1176,초음파,노말,0,레어코일
1177,전기자석파,전기,0,레어코일
1178,트라이어택,노말,80,레어코일
1179,일렉트릭볼,전기,0,레어코일
1180,자이로볼,강철,0,레어코일
1181,스파크,전기,65,레어코일
1182,싫은소리,노말,0,레어코일
1183,전자부유,전기,0,레어코일
1184,러스터캐논,강철,80,레어코일
1185,방전,전기,80,레어코일
1186,금속음,강철,0,레어코일
1187,빛의장막,에스퍼,0,레어코일
1188,록온,노말,0,레어코일
1189,전자포,전기,120,레어코일
1190,쪼기,비행,35,파오리
1191,모래뿌리기,땅,0,파오리
1192,째려보기,노말,0,파오리
1193,연속자르기,벌레,40,파오리
1194,풀베기,노말,50,파오리
1195,제비반환,비행,60,파오리
1196,에어커터,비행,60,파오리
1197,탁쳐서떨구기,악,65,파오리
1198,칼등치기,노말,40,파오리
1199,베어가르기,노말,70,파오리
1200,칼춤,노말,0,파오리
1201,에어슬래시,비행,75,파오리
1202,리프블레이드,풀,90,파오리
1203,고속이동,에스퍼,0,파오리
1204,브레이브버드,비행,120,파오리
1205,쪼기,비행,35,두두
1206,울음소리,노말,0,두두
1207,전광석화,노말,40,두두
1208,마구찌르기,노말,15,두두
1209,쪼아대기,비행,60,두두
1210,더블어택,노말,35,두두
1211,고속이동,에스퍼,0,두두
1212,소란피기,노말,90,두두
1213,경혈찌르기,노말,0,두두
1214,칼춤,노말,0,두두
1215,회전부리,비행,80,두두
1216,죽기살기,노말,0,두두
1217,난동부리기,노말,120,두두
1218,쪼기,비행,35,두트리오
1219,울음소리,노말,0,두트리오
1220,전광석화,노말,40,두트리오
1221,트라이어택,노말,80,두트리오
1222,마구찌르기,노말,15,두트리오
1223,쪼아대기,비행,60,두트리오
1224,더블어택,노말,35,두트리오
1225,고속이동,에스퍼,0,두트리오
1226,소란피기,노말,90,두트리오
1227,경혈찌르기,노말,0,두트리오
1228,칼춤,노말,0,두트리오
1229,회전부리,비행,80,두트리오
1230,죽기살기,노말,0,두트리오
1231,난동부리기,노말,120,두트리오
1232,박치기,노말,70,쥬쥬
1233,울음소리,노말,0,쥬쥬
1234,애교부리기,페어리,0,쥬쥬
1235,얼어붙은바람,얼음,55,쥬쥬
1236,앙코르,노말,0,쥬쥬
1237,얼음뭉치,얼음,40,쥬쥬
1238,잠자기,에스퍼,0,쥬쥬
1239,아쿠아링,물,0,쥬쥬
1240,오로라빔,얼음,65,쥬쥬
1241,아쿠아제트,물,40,쥬쥬
1242,소금물,물,65,쥬쥬
1243,돌진,노말,90,쥬쥬
1244,다이빙,물,80,쥬쥬
1245,아쿠아테일,물,90,쥬쥬
1246,냉동빔,얼음,90,쥬쥬
1247,신비의부적,노말,0,쥬쥬
1248,박치기,노말,70,쥬레곤
1249,울음소리,노말,0,쥬레곤
